,Horodateur,Boutique,code postal,Depuis combien de temps êtes vous un client de la Maison Pariès ?,A quelle fréquence venez-vous nous rendre visite ?,Comment nous avez-vous connus ?,"En 2 mots, comment définiriez-vous la Maison ?",A quelle(s) occasion(s) effectuez-vous des achats chez nous,Quel est le produit que vous préférez ?,Quel est le dernier produit de la gamme Pariès que vous connaissez ?,8. Quels sont les produits de nos gammes que vous achetez chez d’autres artisans ?,Pourquoi ?,Où achetez-vous nos produits ?,Avez-vous déjà eu l’occasion de commander nos produits sur notre site en ligne ?,"Si vous n'êtes pas de la région, aimeriez-vous pouvoir trouver nos produits à proximité de votre domicile ?",Pourquoi ?.1,Que devons-nous faire pour progresser ?,"14. Dans les grandes évolutions de la consommation, quelles sont les 3 qui vous tiennent le plus à cœur ?",Sexe,Quelle est votre catégorie socio-professionnelle ?,Tranche d'âge,de combien de personnes se compose votre foyer ?,"S'il y a des enfants dans votre foyer, quel âge ont-ils ?",Êtes-vous abonné à notre newsletter ?,"Si non, confiez-moi votre adresse mail pour recevoir notre actualité (moins de 10 mails par an)"
628,2022-07-03,St Jean,16430,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Bon; Accueillant,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Chocolat,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Employé,50/64,4.0,plus de 15 ans,Non,
629,2022-07-03,St Jean,64500,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Savoureux,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque,Espelines,Viennoiseries,Proximité,En fonction de l'endroit où je me trouve,Non,,,Diversifier la gamme,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,35/49,3.0,- de 5 ans,Non,
630,2022-07-03,St Jean,64500,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Savoureux,pour me faire plaisir; pour régaler ma famille,Gateau basque cerise; Viennoiseries Tortillon,Pâtisseries Framboisier,Viennoiseries,Pratique,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,2.0,,Non,
631,2022-07-03,St Jean,76520,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Belle,pour me faire plaisir; pour régaler ma famille,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Tradition et authenticité",Homme,Retraité,50/64,2.0,,Non,
632,2022-07-03,St Jean,40100,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Colorée; Savoureux,pour me faire plaisir,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,18/24,2.0,,Non,
633,2022-07-03,St Jean,63000,Depuis toujours,visite exceptionnelle,par hasard en passant devant,Belle; Savoureux,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque cerise; Touron,Je ne sais pas,Macarons,Meilleur ailleurs,En fonction de l'endroit où je me trouve,Non,oui,Proximité,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,3.0,,Non,
634,2022-07-03,St Jean,64200,Depuis moins d'un an,visite exceptionnelle,bouche à oreille,Savoureux,pour me faire plaisir; pour faire un cadeau,Gateau basque chocolat,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,"Artisan, commerçant, chef d'entreprise",25/34,2.0,,Non,
635,2022-07-03,St Jean,81000,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Madeleine de proust,pour me faire plaisir; pour régaler ma famille,Gateau basque,Je ne sais pas,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,50/64,2.0,,Non,**********
636,2022-07-03,St Jean,40465,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon,pour me faire plaisir,Gateau basque,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Je ne sais pas,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Ouvrier,25/34,3.0,,Non,
637,2022-07-03,St Jean,64500,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Savoureux,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Kanougas; Espelines,Petit Paries,Chocolat,Proximité,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession intermédiaire,35/49,4.0,plus de 15 ans,Non,
638,2022-07-03,St Jean,64000,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Bon; Belle,pour me faire plaisir,Gateau basque,Je ne sais pas,Je ne sais pas,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,15/17,4.0,plus de 15 ans,Non,
639,2022-07-03,St Jean,64000,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Colorée; Bon,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Espelines,Je ne sais pas,Chocolat; Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession libérale,35/49,4.0,"entre 11 et 15 ans, plus de 15 ans",Non,
640,2022-07-04,Biarritz,64200,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Qualité; Accueillant,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Rien,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,Retraité,65 et +,2.0,,Non,
641,2022-07-04,Biarritz,31500,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Originalité; Excellent,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Chocolat,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Ouvrir plus de boutiques,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,3.0,entre 11 et 15 ans,Non,
642,2022-07-04,Biarritz,81310,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Tradition; Unique,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,Non,Fréquemment dans la région,Je ne sais pas,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,1.0,,Non,
643,2022-07-04,Biarritz,64000,Depuis toujours,visite exceptionnelle,par hasard en passant devant,Excellent,pour me faire plaisir,Macarons,Gateau basque aux agrumes,Chocolat,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
644,2022-07-04,Biarritz,40530,Depuis quelques années,visite mensuelle,bouche à oreille,Mouchous,pour faire un cadeau,Mouchous,Pâtisseries,Chocolat,Pour changer,Toujours dans la même boutique,oui,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Profession intermédiaire,50/64,3.0,plus de 15 ans,Non,
645,2022-07-04,Biarritz,31200,C’est une de mes premières visites,C'est la première fois !,Journal anglais,Tradition; Excellent,pour faire un cadeau,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Digital et alimentation (recherches en amont, acte d’achat, évaluation de l’acte d’achat)",Homme,Cadre et profession intellectuelle supérieure,25/34,3.0,- de 5 ans,Non,
646,2022-07-04,Biarritz,78400,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Bon,pour me faire plaisir; pour faire un cadeau,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Gateau basque différent à Paris,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,50/64,1.0,,Non,
647,2022-07-04,Biarritz,34830,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Ordonnée; Excellent,pour me faire plaisir; pour faire un cadeau,,,,,,Non,,,,"Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Employé,35/49,2.0,entre 11 et 15 ans,Non,
648,2022-07-04,Biarritz,33000,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Local; Confiseries,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Mouchous; Gateau basque,Pâtisseries,Macarons,Bon aussi ailleurs,Toujours dans la même boutique,Non,,,Faire plus de dégustation,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,"Artisan, commerçant, chef d'entreprise",50/64,1.0,,Non,
649,2022-07-04,Biarritz,64200,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Je ne sais pas,pour faire un cadeau,Mouchous,Je ne sais pas,Chocolat,Proximité,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,"Artisan, commerçant, chef d'entreprise",35/49,4.0,"entre 5 et 10 ans, plus de 15 ans",Non,
650,2022-07-04,Biarritz,64000,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Tradition,pour me faire plaisir,Gateau basque,Pâtisseries,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,25/34,1.0,,Non,
651,2022-07-04,Biarritz,33000,Depuis toujours,visite mensuelle,bouche à oreille,Tradition; Professionnelle,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Profession intermédiaire,50/64,1.0,,Non,
652,2022-07-04,Biarritz,31000,C’est une de mes premières visites,C'est la première fois !,via les réseaux,Accueillant,pour me faire plaisir,,,,,,Non,,,,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Employé,18/24,1.0,,Non,
653,2022-07-04,Biarritz,64600,Depuis moins d'un an,visite hebdomadaire,par hasard en passant devant,Bon; Variété,pour me faire plaisir; pour faire un cadeau,Gateau basque aux agrumes,Gateau basque aux agrumes,Viennoiseries Chocolatine,Proximité,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,25/34,1.0,,Non,**********
654,2022-07-04,Biarritz,64600,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Excellent; Accueillant,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Chocolat caraïbe noir,Je ne sais pas,Chocolat,Pour changer,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,plus de 15 ans,Non,
655,2022-07-04,Biarritz,64600,Depuis quelques années,visite exceptionnelle,via les réseaux,Très bon,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,entre 5 et 10 ans,Non,
656,2022-07-04,Biarritz,33000,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Qualité; Bon,pour me faire plaisir; quand je reçois du monde ou quand je suis invitée,Gateau basque,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Baisser les prix,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,
657,2022-07-04,Biarritz,64200,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Savoureux; Tradition,pour faire un cadeau,Mouchous,Je ne sais pas,Chocolat,Pour changer,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Tradition et authenticité",Femme,Profession intermédiaire,35/49,4.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
658,2022-07-04,Biarritz,60130,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Accueillant,pour faire un cadeau,,,,,,Non,,,,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Agriculteur exploitant,50/64,2.0,,Non,
659,2022-07-04,Biarritz,Belgique,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Variété,pour me faire plaisir,,,,,,Non,,,,"Alimentation santé bien être et transparence; Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Employé,35/49,4.0,"entre 11 et 15 ans, plus de 15 ans",Non,
660,2022-07-04,Biarritz,75012,Depuis quelques années,visite exceptionnelle,Bridge,Ordonnée; Attrayant,pour me faire plaisir; pour faire un cadeau,Chocolat,Pâtisseries,Gateau basque,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,2.0,,Non,
661,2022-07-04,Biarritz,64600,Depuis quelques années,visite mensuelle,par hasard en passant devant,Chic; Savoureux,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque cerise; Mouchous,Pâtisseries Charlotte aux poires,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Faire soi-même; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,35/49,4.0,"- de 5 ans, entre 5 et 10 ans",Non,
662,2022-07-04,Biarritz,65000,Depuis toujours,visite exceptionnelle,bouche à oreille,Tradition; Qualité,pour me faire plaisir; pour régaler ma famille,Gateau basque,Gateau basque noisette,Gateau basque,Proximité,Toujours dans la même boutique,Non,oui,Proximité,Baisser les prix,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Etudiant,18/24,4.0,plus de 15 ans,Non,
663,2022-07-04,Biarritz,35400,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Savoureux; Belle,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque,Pâtisseries,Aucun,,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Continuer,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,2.0,,Non,**********
664,2022-07-04,Biarritz,56***,Depuis toujours,visite mensuelle,bouche à oreille,Qualité; Serviable,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque cerise,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,3.0,entre 5 et 10 ans,Non,
665,2022-07-04,Biarritz,40300,Depuis quelques années,visite mensuelle,bouche à oreille,Bon,pour régaler ma famille; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Gateau basque aux agrumes,Je ne sais pas,Gateau basque,Proximité,En fonction de l'endroit où je me trouve,oui,,,Trop de monde,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Retraité,65 et +,2.0,,Non,
666,2022-07-04,Biarritz,33110,Depuis quelques années,visite exceptionnelle,"avec vos parents, votre famille",Bon,pour faire un cadeau,Mouchous,Je ne sais pas,Pâtisseries; Chocolat,Proximité; Prix,En fonction de l'endroit où je me trouve,Non,,,Ouvrir à Bruges,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Etudiant,18/24,4.0,plus de 15 ans,Non,
667,2022-07-04,Biarritz,64200,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Savoureux; Fiable,pour me faire plaisir; pour régaler ma famille,Gateau basque,Pâtisseries,Aucun,,Toujours dans la même boutique,Non,,,Continuer,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Tradition et authenticité",Femme,Profession libérale,25/34,1.0,,Non,
668,2022-07-04,Biarritz,64200,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Innovation; Qualité,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Espelines,Goxos,Macarons; Chocolat,Pour changer,Toujours dans la même boutique,Non,,,Donner un échantillon à chaque fois,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,**********
669,2022-07-04,Biarritz,13006,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque cerise,Je ne sais pas,Je ne sais pas,,Toujours dans la même boutique,Non,Non,Associé à la région,Je ne sais pas,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Profession libérale,25/34,2.0,,Non,
670,2022-07-05,St Jean,94130,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Bon; Savoureux,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Mouchous,Je ne sais pas,Aucun,,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
671,2022-07-05,St Jean,64122,Depuis quelques années,visite mensuelle,bouche à oreille,Bon; Accueillant,pour me faire plaisir,Kanougas,Gateau basque aux agrumes,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Non,
672,2022-07-05,St Jean,64140,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Bon,pour me faire plaisir; pour faire un cadeau; quand je reçois du monde ou quand je suis invitée,Viennoiseries Feuillantine,Je ne sais pas,Gateau basque,Proximité,Toujours dans la même boutique,Non,,,Service plus rapide,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,2.0,,Non,
673,2022-07-05,St Jean,75001,Depuis toujours,visite exceptionnelle,"avec vos parents, votre famille",Tradition; Qualité,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Gateau basque,Je ne sais pas,Gateau basque,Pour changer,Toujours dans la même boutique,Non,oui,Proximité,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,25/34,1.0,,Non,**********
674,2022-07-05,St Jean,74140,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Colorée; Accueillant,pour me faire plaisir,,,,,,Non,,,Faire de la réglisse,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Cadre et profession intellectuelle supérieure,50/64,2.0,,Non,
675,2022-07-05,St Jean,64700,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Qualité,pour me faire plaisir; pour régaler ma famille,Mouchous,Je ne sais pas,Macarons,Proximité,Toujours dans la même boutique,Non,,,Diversifier les parfums de mouchous,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Etudiant,15/17,4.0,entre 11 et 15 ans,Non,
676,2022-07-05,St Jean,38800,C’est une de mes premières visites,C'est la première fois !,sur un guide,Tradition,pour régaler ma famille,,,,,,Non,,,,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,4.0,"entre 5 et 10 ans, entre 11 et 15 ans",Non,
677,2022-07-05,St Jean,64500,Depuis quelques années,visite mensuelle,"avec vos parents, votre famille",Fiable; Qualité,pour régaler ma famille; pour faire un cadeau,Gateau de voyage,Gateau de voyage,Gateau basque,Meilleur ailleurs,Toujours dans la même boutique,Non,,,Je ne sais pas,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,"Artisan, commerçant, chef d'entreprise",50/64,3.0,plus de 15 ans,Non,
678,2022-07-05,St Jean,64500,Depuis toujours,visite mensuelle,"avec vos parents, votre famille",Bon,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Chocolat noir,Espelines,Chocolat,Proximité,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Retraité,65 et +,1.0,,Oui,
679,2022-07-05,St Jean,64700,Depuis quelques années,visite exceptionnelle,par hasard en passant devant,Belle; Raffiné,pour me faire plaisir; pour régaler ma famille,Pâtisseries Tarte aux fraises,Je ne sais pas,Je ne sais pas,,En fonction de l'endroit où je me trouve,Non,,,Je ne sais pas,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Profession libérale,50/64,2.0,plus de 15 ans,Non,
680,2022-07-05,St Jean,63000,C’est une de mes premières visites,C'est la première fois !,par hasard en passant devant,Bon,pour régaler ma famille,Mouchous,,,,Toujours dans la même boutique,Non,oui,Proximité,,"Faire soi-même; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Employé,25/34,2.0,,Non,
681,2022-07-05,St Jean,47350,Depuis quelques années,visite mensuelle,bouche à oreille,Innovation,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Kanougas,Je ne sais pas,Macarons,Meilleur ailleurs,En fonction de l'endroit où je me trouve,Non,Non,Associé à la région,Continuer,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Homme,Retraité,65 et +,2.0,,Non,
682,2022-07-05,St Jean,64500,Depuis toujours,visite hebdomadaire,"avec vos parents, votre famille",Parfait,pour me faire plaisir; pour faire un cadeau,Gateau basque,Gateau de voyage,Aucun,,Toujours dans la même boutique,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Oui,
683,2022-07-05,St Jean,64500,Depuis quelques années,visite exceptionnelle,bouche à oreille,Bon; Qualité,pour me faire plaisir; pour faire un cadeau,Mouchous,Gateau de voyage,Aucun,,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan); Consommation économe (recherche de bonnes affaires, de prix bas, de promotions…)",Femme,Etudiant,18/24,3.0,,Non,
684,2022-07-05,St Jean,64210,Depuis quelques années,visite exceptionnelle,bouche à oreille,Accueillant; Excellent,pour faire un cadeau; quand je reçois du monde ou quand je suis invitée; Noël,Gateau basque,Gateau basque aux agrumes,Macarons; Chocolat,Pour changer,Toujours dans la même boutique,Non,,,Rien,"Alimentation santé bien être et transparence; Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Femme,Cadre et profession intellectuelle supérieure,35/49,5.0,"entre 5 et 10 ans, entre 11 et 15 ans, plus de 15 ans",Non,
685,2022-07-07,Bayonne,64100,Depuis quelques années,visite mensuelle,bouche à oreille,Bon,pour me faire plaisir ; quand je reçois du monde ou quand je suis invitée,Chocolat avellana,Je ne sais pas,Aucun,,En fonction de l'endroit où je me trouve,oui,,,Bien noter les commandes,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Alimentation santé bien être et transparence; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,"Artisan, commerçant, chef d'entreprise",50/64,2.0,,Non,
686,2022-07-07,Bayonne,64600,Depuis quelques années,visite mensuelle,bouche à oreille,Accueillant,pour me faire plaisir; pour faire un cadeau,Espelines,Avellines,Macarons,Bon aussi ailleurs,En fonction de l'endroit où je me trouve,Non,,,Rien,"Alimentation durable (naturalité, moins de gaspillage, préoccupations écologiques et éthiques); Tradition et authenticité; Localisme (consommation locale, circuits courts, relations avec le primeur l’artisan)",Homme,Retraité,65 et +,2.0,,Non,**********
687,2022-07-07,Bayonne,64600,Depuis toujours,visite mensuelle,bouche à oreille,Savoureux; Fiable,pour me faire plaisir; pour régaler ma famille; pour faire un cadeau,Chocolat,Je ne sais pas,Pâtisseries,Pour changer,Toujours dans la même boutique,Non,,,Continuer,Alimentation santé bien être et transparence; Faire soi-même; Tradition et authenticité,Femme,Retraité,65 et +,2.0,,Non,
